n,p,k,ec,oc,s,zn,fe,cu,mn,b,temperature,humidity,ph,rainfall,crop type
67.0,35.0,22.0,0.55,0.47,7.5,0.36,2.53,0.46,8.66,0.18,23.30546753,63.24648023,6.385684214,108.7603001,maize
60.0,54.0,19.0,0.62,0.44,6.4,0.27,2.65,0.57,8.45,0.1,18.74826712,62.49878458,6.417820493,70.23401597,maize
83.0,58.0,23.0,0.51,0.71,3.2,0.26,2.66,0.64,8.57,0.14,19.74213321,59.66263104,6.381201909,65.50861389,maize
83.0,57.0,19.0,0.63,0.76,4.2,0.34,2.48,0.63,8.67,0.15,25.73044432,70.74739256,6.877869005,98.73771338,maize
40.0,72.0,77.0,0.58,0.44,6.0,0.33,2.36,0.66,7.73,0.09,17.02498456,16.98861173,7.485996067,88.55123143,chickpea
23.0,72.0,84.0,0.54,0.53,7.2,0.23,2.38,0.77,7.84,0.22,19.02061277,17.13159126,6.920251378,79.92698081,chickpea
39.0,58.0,85.0,0.67,0.88,6.3,0.26,2.28,0.48,8.44,0.24,17.88776475,15.40589717,5.996932037,68.54932919,chickpea
22.0,72.0,85.0,0.61,0.26,4.8,0.27,2.47,0.52,6.95,0.21,18.86805647,15.65809214,6.391173589,88.51048983,chickpea
36.0,67.0,77.0,0.59,0.29,3.0,0.37,3.44,0.64,7.46,0.18,18.36952567,19.56381041,7.152811172,79.26357665,chickpea
32.0,73.0,81.0,0.51,0.62,3.1,0.34,2.54,0.43,7.32,0.1,20.45078582,15.40312102,5.988992796,92.68373702,chickpea
58.0,70.0,84.0,0.57,0.82,3.2,0.23,2.68,0.44,7.24,0.09,20.6543203,16.60820843,6.231049028,74.6631118,chickpea
59.0,70.0,84.0,0.41,0.5,4.0,0.24,2.67,0.57,6.44,0.18,17.3348681,18.74926979,7.550808267,82.61734721,chickpea
42.0,62.0,75.0,0.67,0.47,4.5,0.24,2.75,0.64,6.56,0.21,18.17912258,18.90426935,7.010570541,81.84997529,chickpea
28.0,74.0,81.0,0.67,0.74,5.1,0.25,3.46,0.76,8.47,0.1,18.01272266,18.30968112,8.753795334,81.98568791,chickpea
58.0,66.0,79.0,0.43,0.12,2.5,0.35,3.93,0.88,8.68,0.06,20.99373558,19.33470387,8.718192847,93.55280105,chickpea
43.0,66.0,79.0,0.72,0.35,3.0,0.37,2.93,0.96,8.65,0.07,19.46233971,15.22538951,7.976607593,74.58565097,chickpea
58.0,63.0,81.0,0.64,0.32,4.0,0.29,2.63,0.83,7.76,0.09,19.81344531,14.69765308,6.515499549,78.96514709,chickpea
23.0,62.0,85.0,0.56,0.53,4.2,0.23,2.72,0.43,7.74,0.08,18.97424756,19.5161216,8.490127142,80.7108745,chickpea
27.0,62.0,77.0,0.48,0.5,5.1,0.22,2.87,0.72,7.72,0.18,18.19737048,14.71070537,6.576415562,70.18185181,chickpea
28.0,72.0,84.0,0.45,0.76,7.2,0.24,2.47,0.73,7.63,0.21,18.72963144,19.18197264,6.481783043,71.58010169,chickpea
50.0,56.0,76.0,0.71,0.82,3.0,0.34,2.93,0.67,7.84,0.24,20.99502153,19.8601304,7.966605025,73.50734019,chickpea
39.0,71.0,84.0,0.67,0.26,4.2,0.26,3.93,0.68,8.85,0.27,20.28155898,16.39535215,8.140825437,82.52339655,chickpea
25.0,78.0,76.0,0.82,0.88,4.3,0.27,3.63,0.63,8.96,0.18,17.48042641,15.7559405,7.228963452,66.96980581,chickpea
31.0,70.0,77.0,0.33,0.56,5.1,0.26,3.74,0.74,8.73,0.15,20.88818675,14.32313811,6.492546046,90.46228334,chickpea
26.0,80.0,83.0,0.67,0.85,3.5,0.27,2.45,0.74,6.73,0.18,17.08498521,16.14565756,7.528599957,71.31007253,chickpea
25.0,68.0,77.0,0.58,0.88,4.2,0.26,2.56,0.71,7.83,0.16,20.09340593,15.11279612,7.701446446,85.74904898,chickpea
31.0,78.0,76.0,0.61,0.24,2.5,0.25,2.84,0.12,7.73,0.07,17.57212145,14.99927489,8.519975748,89.31050665,chickpea
60.0,68.0,83.0,0.73,0.29,4.8,0.33,2.49,0.63,7.23,0.18,19.12065218,18.43475844,6.620900869,85.52950164,chickpea
59.0,62.0,83.0,0.66,0.26,5.0,0.26,3.51,0.25,7.35,0.15,18.57665902,19.22008229,8.104396058,72.94940441,chickpea
22.0,67.0,78.0,0.34,0.5,5.1,0.35,2.56,0.14,8.75,0.14,17.16606398,14.42457525,6.204090835,72.32667516,chickpea
36.0,65.0,80.0,0.41,0.76,6.2,0.34,2.44,0.25,8.36,0.09,18.2872007,16.67921616,6.051091339,74.87445574,chickpea
59.0,60.0,84.0,0.38,0.59,3.5,0.34,3.43,0.16,8.32,0.1,19.03025305,18.66725565,7.690962338,94.70992037,chickpea
54.0,77.0,85.0,0.85,0.26,4.0,0.25,3.63,1.08,7.84,0.13,17.1418614,17.0662427,7.829211144,83.74606679,chickpea
43.0,68.0,81.0,0.61,0.24,3.0,0.25,2.44,0.22,7.44,0.21,17.47809436,17.93253975,6.761599706,78.92060234,chickpea
28.0,76.0,82.0,0.67,0.5,2.5,0.26,2.64,0.29,7.55,0.19,20.56601874,14.25803981,6.654425315,83.75937135,chickpea
42.0,79.0,85.0,0.53,0.76,6.0,0.24,2.74,0.18,7.66,0.07,17.22385224,15.82069268,6.129533877,76.57580954,chickpea
32.0,60.0,83.0,0.7,0.74,7.1,0.35,2.43,1.96,7.77,0.1,19.69141713,19.44225438,8.829273328,91.76071648,chickpea
22.0,78.0,76.0,0.62,0.38,3.5,0.26,3.44,0.45,7.84,0.12,17.84851658,19.09172907,8.621662982,76.32470713,chickpea
31.0,79.0,75.0,0.64,0.15,4.0,0.27,3.45,0.86,8.43,0.13,18.8202251,16.1074793,8.204862075,89.73119396,chickpea
28.0,58.0,81.0,0.71,0.24,4.8,0.34,2.56,0.1,7.54,0.15,17.47500984,16.54314829,6.18042747,93.35034262,chickpea
57.0,58.0,77.0,0.45,0.21,3.5,0.32,2.67,0.64,7.45,0.19,18.72649425,17.58406365,7.978996755,81.20176515,chickpea
49.0,55.0,78.0,0.63,0.47,4.8,0.33,2.74,0.73,7.68,0.18,18.65580107,16.17772668,7.863113671,81.70769297,chickpea
46.0,76.0,77.0,0.78,0.76,6.0,0.27,4.44,0.83,7.73,0.21,18.2356751,19.68538502,6.967843048,83.74879344,chickpea
54.0,61.0,77.0,0.53,0.74,7.1,0.27,3.44,0.43,8.74,0.25,18.81198127,15.21618225,6.206582193,77.5429424,chickpea
38.0,60.0,76.0,0.67,1.03,6.2,0.38,2.45,1.54,8.25,0.07,18.65054116,17.80852431,8.868741443,77.92798682,chickpea
59.0,55.0,79.0,0.62,1.09,3.5,0.34,2.56,1.1,7.36,0.14,20.36720401,16.89574311,8.766128654,82.2545577,chickpea
36.0,76.0,75.0,0.44,0.82,4.0,0.33,2.67,0.64,7.58,0.1,18.38120357,16.63805158,8.736337905,70.52056697,chickpea
57.0,68.0,81.0,0.53,0.82,2.8,0.34,2.68,0.73,7.34,0.12,17.17012591,17.30457712,8.081095263,72.78624223,chickpea
35.0,66.0,81.0,0.58,0.26,3.9,0.34,3.74,0.84,8.94,0.13,19.37101121,15.77458129,6.138243973,85.24819851,chickpea
35.0,64.0,78.0,0.62,0.29,4.2,0.25,3.43,0.09,8.84,0.08,17.92845928,14.27327988,7.496645259,85.37378769,chickpea
52.0,60.0,79.0,0.58,0.53,3.5,0.24,3.43,0.93,7.45,0.09,19.45339934,18.23490739,8.380185271,75.6317566,chickpea
27.0,76.0,83.0,0.43,0.79,4.8,0.35,2.44,0.93,7.36,0.09,19.12829388,14.92241479,6.289614016,89.61857826,chickpea
57.0,60.0,84.0,0.59,0.76,6.2,0.34,2.45,0.83,7.98,0.18,19.1034283,17.26184541,6.586777189,75.49101167,chickpea
52.0,68.0,78.0,0.37,0.15,3.5,0.23,2.56,0.62,7.35,0.1,17.48504075,16.96070581,6.89655198,86.05078037,chickpea
43.0,79.0,79.0,0.65,0.12,6.0,0.23,3.43,0.43,8.24,0.18,19.40751744,18.98030507,7.806747656,80.25064637,chickpea
44.0,74.0,85.0,0.58,0.1,5.43,0.38,7.05,1.56,8.63,0.73,20.18649426,19.63719995,7.150681303,78.26039559,chickpea
24.0,55.0,78.0,0.59,0.49,7.54,0.51,4.63,0.85,12.84,0.48,17.30287885,15.15405941,6.64919573,75.57790384,chickpea
29.0,77.0,75.0,0.63,0.2,10.26,0.6,8.02,1.53,9.63,0.32,17.50361137,15.48083156,7.778591618,72.9446671,chickpea
20.0,60.0,78.0,0.61,0.59,5.13,0.79,6.32,1.87,7.51,0.55,18.17234999,14.70085967,6.358740355,90.7760707,chickpea
56.0,67.0,78.0,0.44,0.39,8.75,0.53,5.5,1.25,13.25,0.42,17.57445618,16.71826572,8.255450758,77.81891424,chickpea
37.0,66.0,85.0,0.62,0.29,6.33,0.48,9.06,0.63,18.54,0.25,20.93175255,18.91295403,6.456148474,78.06910795,chickpea
49.0,71.0,76.0,0.53,1.07,11.16,0.35,7.51,0.8,11.69,0.34,19.71098332,17.63879418,6.613072145,85.57925437,chickpea
59.0,69.0,80.0,0.51,0.68,4.52,0.29,4.56,1.35,12.58,0.69,19.07937684,17.86754927,8.165359297,69.40619137,chickpea
20.0,79.0,77.0,0.62,0.39,8.14,0.62,8.04,1.74,9.63,0.8,18.54988627,16.02542689,7.64867466,76.32565249,chickpea
24.0,56.0,85.0,0.42,0.78,11.76,0.47,5.26,0.65,11.53,0.57,18.19903647,17.41333199,6.545888558,80.6405403,chickpea
51.0,72.0,75.0,0.63,0.49,6.64,0.51,9.26,0.84,8.56,0.48,18.88852533,14.99451145,7.104224797,80.1113384,chickpea
57.0,73.0,85.0,0.43,0.1,5.43,0.38,7.51,1.32,17.59,0.34,18.49311205,14.72115044,7.358099622,91.94595352,chickpea
22.0,64.0,82.0,0.51,0.59,3.62,0.57,8.02,1.85,9.53,0.42,19.48974337,17.17260319,6.4740245,87.51312796,chickpea
52.0,73.0,79.0,0.71,0.39,7.84,0.36,5.03,0.69,11.06,0.31,17.25769499,18.74943955,7.840339389,94.00287214,chickpea
29.0,75.0,75.0,0.54,0.88,9.35,0.47,9.22,1.02,5.09,0.44,19.62416326,18.71483156,7.064790365,88.4585692,chickpea
44.0,59.0,78.0,0.61,0.29,2.8,0.24,2.84,0.94,7.73,0.14,20.67526473,19.85388984,7.599033472,84.78344008,chickpea
41.0,69.0,82.0,0.64,0.26,3.1,0.23,2.44,0.42,6.74,0.24,20.02381489,16.63294455,6.715587232,68.97806542,chickpea
52.0,56.0,85.0,0.51,0.53,4.2,0.25,3.33,0.56,6.75,0.18,20.1187446,14.44228303,6.81712422,88.68168643,chickpea
34.0,76.0,80.0,0.62,0.79,3.5,0.23,2.87,0.47,7.76,0.21,20.65691793,15.84572566,7.985417393,65.23811143,chickpea
42.0,74.0,83.0,0.48,0.18,2.5,0.24,2.48,0.67,7.64,0.1,19.2582557,14.2804191,7.545258424,65.78042032,chickpea
34.0,71.0,79.0,0.54,0.24,3.5,0.34,2.43,0.74,4.64,0.12,17.927806,15.85622899,7.728998197,74.63872762,chickpea
27.0,73.0,79.0,0.58,0.79,4.8,0.27,3.56,0.64,5.73,0.09,19.16288268,15.83500655,7.354973451,82.69766829,chickpea
30.0,70.0,79.0,0.56,0.82,4.1,0.27,2.68,0.55,6.77,0.06,20.26942271,19.96978871,7.313122235,69.64449182,chickpea
57.0,57.0,75.0,0.62,0.5,6.0,0.27,2.48,0.44,6.77,0.19,17.09104223,18.25142068,7.785039076,87.27444866,chickpea
27.0,79.0,82.0,0.64,0.47,7.2,0.34,3.44,0.67,6.84,0.09,17.06579293,17.54024066,6.307004923,70.87150577,chickpea
32.0,71.0,85.0,0.48,0.76,3.5,0.24,2.54,0.64,7.77,0.12,20.62767492,14.44008871,6.403982316,92.06630306,chickpea
31.0,76.0,82.0,0.44,0.71,4.8,0.24,3.63,0.74,7.75,0.15,20.8248451,17.85057083,7.599279991,79.20509212,chickpea
33.0,75.0,84.0,0.39,0.41,5.2,0.25,2.74,0.44,8.73,0.21,19.46210401,18.72831993,7.217018459,68.81405149,chickpea
47.0,80.0,77.0,0.54,0.44,6.2,0.36,2.82,0.64,8.52,0.1,17.18248372,16.42891834,7.561108006,72.85017344,chickpea
54.0,62.0,80.0,0.52,0.74,3.5,0.27,2.43,0.63,7.46,0.08,17.48911699,16.39055394,7.489545074,79.45758333,chickpea
47.0,79.0,78.0,0.6,0.71,4.2,0.28,3.74,0.73,8.63,0.07,17.48395377,14.76014523,6.609696734,65.11365631,chickpea
35.0,57.0,83.0,0.65,0.24,5.3,0.39,3.74,0.65,7.72,0.18,19.48316794,17.44534641,7.476800943,80.4986291,chickpea
53.0,73.0,77.0,0.55,0.68,4.2,0.28,3.85,0.43,6.73,0.21,19.71359733,18.09665739,7.325451279,73.64476535,chickpea
45.0,61.0,78.0,0.44,0.82,3.8,0.29,2.46,0.63,7.72,0.1,19.48649305,16.06240074,6.489389282,81.5284269,chickpea
37.0,78.0,79.0,0.46,0.5,4.2,0.27,2.47,0.66,8.75,0.12,19.95264829,14.82633099,7.786366322,88.6810311,chickpea
30.0,75.0,81.0,0.53,0.5,3.5,0.24,2.58,0.74,8.72,0.12,19.41789736,16.80472243,6.408437886,68.4951189,chickpea
37.0,55.0,82.0,0.67,0.24,4.0,0.23,2.63,0.73,8.43,0.15,19.45591848,18.02235902,8.423873703,78.44910564,chickpea
53.0,65.0,76.0,0.68,0.53,4.1,0.23,3.73,0.75,7.53,0.18,20.19137759,16.41998269,8.719960893,77.33795356,chickpea
22.0,60.0,85.0,0.52,0.15,4.3,0.24,3.77,0.65,7.64,0.1,18.8392908,14.74071856,7.811997977,94.78189594,chickpea
60.0,61.0,78.0,0.29,0.79,4.5,0.26,2.84,0.67,6.76,0.12,20.71219282,19.83643308,6.317153205,94.03659867,chickpea
42.0,67.0,77.0,0.6,0.82,6.0,0.24,2.43,0.78,7.68,0.12,18.99424448,15.9362937,7.114405288,78.69707199,chickpea
39.0,76.0,76.0,0.31,0.38,7.1,0.24,2.94,0.83,7.63,0.15,19.96837462,15.57324389,8.135900726,69.15759062,chickpea
35.0,63.0,76.0,0.52,0.44,3.5,0.34,2.94,0.94,8.44,0.15,17.81564548,17.60756635,7.714153038,90.82097601,chickpea
30.0,65.0,82.0,0.31,0.41,4.5,0.26,2.85,0.45,6.58,0.1,20.71424384,15.27824066,7.103798069,76.77888672,chickpea
57.0,56.0,78.0,0.43,0.24,3.5,0.28,2.48,0.12,7.72,0.07,17.34150229,18.75626255,8.861479668,67.9545435,chickpea
48.0,65.0,78.0,0.36,0.26,4.1,0.27,2.58,0.63,7.44,0.09,17.43732714,14.33847406,7.861128148,73.0926704,chickpea
36.0,56.0,83.0,0.65,0.59,5.2,0.27,2.47,0.45,7.54,0.08,18.89780215,19.76182946,7.4526709,69.09512477,chickpea
40.0,58.0,75.0,0.34,0.78,4.52,0.26,5.26,1.02,6.32,0.48,18.59190771,14.77959596,7.168096055,89.60982451,chickpea
49.0,69.0,82.0,0.68,0.88,7.84,0.38,2.51,0.86,15.02,0.59,18.31561493,15.36143547,7.26311855,81.78710463,chickpea
13.0,60.0,25.0,0.59,0.1,5.13,0.51,8.05,0.53,11.25,0.29,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans
25.0,70.0,16.0,0.57,0.78,6.64,0.24,4.21,1.25,4.51,0.42,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans
31.0,55.0,22.0,0.42,0.59,4.22,0.22,9.02,1.03,9.32,0.32,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans
40.0,64.0,16.0,0.31,0.29,5.43,0.37,10.52,0.87,10.52,0.67,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans
2.0,61.0,20.0,0.3,1.07,6.64,0.48,7.45,1.54,15.33,0.27,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
26.0,65.0,22.0,0.34,0.78,3.62,0.25,6.32,0.96,4.85,0.48,17.84806561,18.77621951,5.949949081,143.0984171,kidneybeans
17.0,57.0,21.0,0.65,0.39,5.13,0.39,2.05,1.02,12.06,0.34,19.88394011,20.31564139,5.789214289,60.91974792,kidneybeans
26.0,80.0,18.0,0.33,0.98,7.54,0.45,8.12,0.53,8.54,0.42,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans
17.0,59.0,17.0,0.68,0.49,9.65,0.26,6.02,0.55,10.26,0.31,18.4167001,23.42829938,5.689858133,132.9801054,kidneybeans
27.0,59.0,22.0,0.66,0.1,4.22,0.33,7.45,1.23,13.26,0.61,21.81167649,23.20591245,5.794158504,130.0608093,kidneybeans
28.0,58.0,24.0,0.6,0.29,5.43,0.28,4.12,1.09,17.54,0.34,19.72702528,18.28173015,5.748190463,143.7630894,kidneybeans
25.0,57.0,19.0,0.59,0.88,6.64,0.27,6.33,0.63,11.02,0.46,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans
28.0,80.0,17.0,0.37,0.39,4.83,0.45,5.02,1.84,19.22,0.17,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans
25.0,60.0,22.0,0.24,0.68,9.65,0.29,9.32,0.53,11.32,0.29,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans
12.0,78.0,23.0,0.42,0.59,5.43,0.33,1.54,0.78,7.63,0.5,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans
6.0,77.0,25.0,0.61,0.49,7.24,0.26,2.63,0.66,12.05,0.61,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans
22.0,79.0,17.0,0.57,0.2,5.73,0.35,8.55,1.25,14.51,0.32,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans
27.0,80.0,15.0,0.55,0.1,7.54,0.24,6.33,1.02,3.25,0.42,19.07096165,21.21092266,5.788386951,86.21917578,kidneybeans
10.0,55.0,23.0,0.43,0.78,3.92,0.27,4.02,1.84,9.32,0.29,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans
23.0,65.0,20.0,0.48,1.07,6.64,0.49,3.25,0.59,7.15,0.4,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans
19.0,78.0,16.0,0.56,0.2,5.13,0.32,8.05,0.74,8.21,0.25,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans
19.0,65.0,25.0,0.53,0.68,4.22,0.25,1.96,0.48,14.05,0.42,18.09551014,18.29318436,5.625096446,144.7902323,kidneybeans
22.0,70.0,19.0,0.51,1.17,9.65,0.29,3.02,1.33,15.02,0.32,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans
37.0,64.0,22.0,0.59,0.88,5.43,0.33,4.51,1.42,8.26,0.46,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans
11.0,71.0,17.0,0.64,0.98,8.75,0.45,6.33,0.91,6.23,0.29,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans
18.0,79.0,20.0,0.3,0.59,3.32,0.28,7.02,0.83,9.24,0.44,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans
21.0,63.0,17.0,0.35,0.39,5.13,0.56,3.05,1.02,11.05,0.34,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans
24.0,80.0,22.0,0.32,0.1,7.84,0.25,2.08,1.85,17.56,0.63,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans
34.0,60.0,22.0,0.36,0.68,9.65,0.33,3.79,1.33,13.05,0.31,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans
16.0,75.0,21.0,0.68,0.88,5.43,0.26,2.6,0.87,6.33,0.17,18.50692825,23.61670065,5.679224346,87.0513289,kidneybeans
17.0,77.0,23.0,0.75,0.2,4.22,0.27,6.52,0.62,11.36,0.4,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans
37.0,72.0,18.0,0.21,0.39,6.64,0.32,3.21,1.25,5.25,0.23,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans
40.0,73.0,20.0,0.45,0.59,5.43,0.28,4.21,0.94,7.32,0.34,21.59343016,20.31871249,5.811314232,61.13872036,kidneybeans
9.0,77.0,17.0,0.57,0.1,8.75,0.51,2.15,0.63,13.54,0.61,20.12373284,24.45202552,5.783425416,106.158201,kidneybeans
1.0,62.0,23.0,0.38,0.29,3.92,0.26,3.51,0.69,11.68,0.46,15.43546065,18.37477907,5.607808432,139.0302034,kidneybeans
33.0,59.0,22.0,0.61,0.78,5.13,0.33,7.21,1.25,3.47,0.36,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans
23.0,59.0,19.0,0.46,1.17,6.64,0.27,3.02,1.85,5.69,0.69,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans
6.0,62.0,22.0,0.39,0.88,4.52,0.48,2.77,0.87,8.23,0.53,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans
25.0,63.0,20.0,0.65,0.1,8.45,0.52,5.66,1.32,14.05,0.4,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans
7.0,79.0,23.0,0.37,0.98,4.22,0.26,3.14,1.54,19.25,0.55,19.6365349,19.68751084,5.821649914,96.65888933,kidneybeans
8.0,72.0,17.0,0.45,0.88,9.95,0.39,6.02,0.86,13.42,0.73,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans
27.0,64.0,15.0,0.49,0.1,4.83,0.51,4.22,0.53,5.15,0.48,20.16080524,24.84207559,5.514927264,138.2362122,kidneybeans
28.0,66.0,23.0,0.41,0.78,8.45,0.28,4.05,0.84,6.8,0.23,21.53989176,24.25386207,5.99616119,120.6913038,kidneybeans
32.0,57.0,18.0,0.48,0.59,4.52,0.47,3.39,1.02,14.5,0.27,15.53834801,23.75560241,5.695422863,107.3850593,kidneybeans
27.0,56.0,22.0,0.43,0.68,9.95,0.25,4.22,1.98,16.23,0.5,19.91853092,20.70099804,5.833010958,108.6434544,kidneybeans
17.0,77.0,24.0,0.59,1.17,4.22,0.32,2.58,1.25,5.47,0.73,20.76952209,18.93146941,5.568456899,109.0193712,kidneybeans
0.0,65.0,15.0,0.51,0.88,6.64,0.29,5.33,1.05,8.32,0.34,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans
13.0,72.0,21.0,0.65,1.27,5.13,0.33,4.21,1.47,9.24,0.32,24.32116642,21.0278674,5.821194486,60.27552528,kidneybeans
34.0,60.0,23.0,0.69,0.78,6.33,0.45,2.63,0.96,11.06,0.5,20.12574053,24.96969858,5.659254981,100.0497183,kidneybeans
9.0,80.0,19.0,0.33,0.49,4.83,0.26,4.05,0.43,4.78,0.25,21.80619564,18.57086554,5.945465949,125.0972687,kidneybeans
11.0,72.0,20.0,0.3,0.1,6.64,0.38,6.21,0.58,19.25,0.4,19.52226241,24.92607153,5.951177452,113.334026,kidneybeans
3.0,67.0,24.0,0.36,0.68,5.13,0.6,7.22,0.85,3.89,0.34,17.00067625,19.90790546,5.520880014,103.2926407,kidneybeans
35.0,69.0,23.0,0.42,0.88,8.14,0.48,6.05,1.02,6.02,0.55,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans
3.0,77.0,25.0,0.36,0.39,10.56,0.32,3.54,1.47,11.57,0.67,24.84906168,22.89464642,5.608165195,62.21292186,kidneybeans
23.0,62.0,19.0,0.44,1.17,5.73,0.28,5.63,1.25,5.32,0.52,16.51783455,20.4555596,5.609435128,98.77794225,kidneybeans
22.0,71.0,17.0,0.35,0.78,8.14,0.74,4.36,0.54,12.05,0.34,18.15300153,19.38602098,5.509295379,107.6907964,kidneybeans
31.0,79.0,25.0,0.36,0.1,9.95,0.59,3.05,0.63,7.48,0.55,23.18864385,22.3104551,5.902033406,63.38208822,kidneybeans
34.0,59.0,18.0,0.4,0.39,8.75,0.32,4.63,0.95,6.32,0.69,23.38002569,21.98879437,5.744117663,87.66898664,kidneybeans
12.0,63.0,17.0,0.32,0.59,5.43,0.48,5.74,1.25,14.85,0.53,18.358923,19.37703396,5.717143397,138.414764,kidneybeans
27.0,56.0,20.0,0.33,0.29,9.95,0.62,5.63,1.39,12.05,0.71,19.25975367,20.51346956,5.542690119,94.9533526,kidneybeans
7.0,63.0,24.0,0.38,0.68,12.07,0.43,8.52,0.78,8.62,0.29,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans
24.0,67.0,22.0,0.41,0.49,7.84,0.24,3.55,0.54,13.47,0.53,20.120043,22.89845607,5.618844277,104.6252153,kidneybeans
11.0,71.0,24.0,0.37,0.29,5.43,0.51,3.02,1.25,9.06,0.36,21.14011423,22.7182355,5.606620346,141.6056722,kidneybeans
37.0,74.0,15.0,0.26,0.1,3.92,0.38,4.15,0.39,13.26,0.63,24.92360104,18.22590825,5.582178402,62.7089169,kidneybeans
25.0,76.0,24.0,0.67,0.88,5.13,0.5,6.52,0.41,14.15,0.27,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans
34.0,66.0,17.0,0.6,0.39,8.45,0.46,7.54,1.05,11.25,0.53,18.81097271,21.27833035,5.889614577,125.084915,kidneybeans
20.0,69.0,15.0,0.66,0.78,6.94,0.32,6.32,1.39,10.25,0.5,23.44260668,22.77255917,5.934136378,107.4137246,kidneybeans
37.0,65.0,16.0,0.39,0.2,5.13,0.33,8.05,0.25,18.25,0.25,22.8352024,18.97267518,5.683548308,63.59276673,kidneybeans
18.0,74.0,15.0,0.3,0.59,6.64,0.46,3.59,1.36,9.05,0.32,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans
4.0,67.0,25.0,0.32,0.29,5.73,0.59,5.55,1.08,12.06,0.29,23.78709569,24.35679348,5.948164454,119.6404412,kidneybeans
37.0,56.0,25.0,0.65,0.98,7.24,0.38,8.06,0.65,13.22,0.42,22.05592283,19.60379304,5.774755144,126.7265372,kidneybeans
5.0,59.0,15.0,0.64,0.1,3.32,0.26,3.47,0.93,11.52,0.34,18.87492997,20.18238348,5.97229163,134.1811718,kidneybeans
11.0,61.0,21.0,0.52,0.88,7.84,0.7,9.55,0.84,10.52,0.63,18.62328774,23.02410338,5.532100554,135.3378033,kidneybeans
22.0,80.0,20.0,0.59,0.2,3.92,0.63,4.85,1.23,7.54,0.17,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans
12.0,61.0,19.0,0.62,0.68,7.24,0.4,3.86,1.58,9.06,0.29,19.33162606,24.13995025,5.655726817,68.51253427,kidneybeans
5.0,74.0,21.0,0.82,0.1,11.46,0.49,7.54,1.04,8.52,0.32,16.24469193,21.35793891,5.591704014,66.97053257,kidneybeans
27.0,69.0,22.0,0.59,0.88,7.54,0.53,4.25,0.68,12.03,0.5,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans
31.0,75.0,18.0,0.62,0.49,5.73,0.61,6.85,0.79,14.86,0.73,15.46789263,21.43780702,5.824208309,88.88796102,kidneybeans
36.0,68.0,20.0,0.57,0.39,10.86,0.38,7.05,0.32,7.52,0.8,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans
5.0,65.0,16.0,0.48,0.68,4.22,0.42,8.85,1.05,12.33,0.48,21.32776028,18.48522915,5.866744372,109.1013261,kidneybeans
32.0,79.0,15.0,0.53,0.78,5.13,0.5,4.68,1.45,11.85,0.36,23.90910104,20.74619325,5.706198621,81.60211243,kidneybeans
11.0,78.0,22.0,0.57,0.2,8.75,0.37,9.32,0.96,16.05,0.42,23.89756791,22.74378977,5.940546818,112.6616435,kidneybeans
0.0,55.0,22.0,0.32,1.07,9.95,0.61,7.86,1.03,5.96,0.34,22.98666928,20.57940608,5.916779289,143.8584938,kidneybeans
14.0,59.0,15.0,0.89,0.88,8.75,0.59,4.51,1.85,7.45,0.63,21.35135729,22.91244883,5.779090476,146.4548645,kidneybeans
29.0,68.0,23.0,0.57,1.17,3.32,0.4,3.78,1.49,12.63,0.27,24.1638445,19.27907819,5.82738029,116.7324324,kidneybeans
